"","pclass","survived","nationality","name","age","fare","cabin","embarked","boat","body","gender"
"1107",3,"died","other","Sivic, Mr. Husein",40,7.8958,NA,"S",NA,NA,"M"
"1108",3,"died","American","Sivola, Mr. Antti Wilhelm",21,7.925,NA,"S",NA,NA,"M"
"1109",3,"survived","other","Sjoblom, Miss. Anna Sofia",18,7.4958,NA,"S","16",NA,"F"
"1110",2,"died","other","Sjostedt, Mr. Ernst Adolf",59,13.5,NA,"S",NA,NA,"M"
"1111",3,"died","other","Skoog, Master. Harald",4,27.9,NA,"S",NA,NA,"M"
"1112",3,"died","other","Skoog, Master. Karl Thorsten",10,27.9,NA,"S",NA,NA,"M"
"1113",3,"died","other","Skoog, Miss. Mabel",9,27.9,NA,"S",NA,NA,"F"
"1114",3,"died","other","Skoog, Miss. Margit Elizabeth",2,27.9,NA,"S",NA,NA,"F"
"1115",3,"died","other","Skoog, Mr. Wilhelm",40,27.9,NA,"S",NA,NA,"M"
"1116",3,"died","other","Skoog, Mrs. William (Anna Bernhardina Karlsson)",45,27.9,NA,"S",NA,NA,"F"
"1117",3,"died","other","Slabenoff, Mr. Petco",NA,7.8958,NA,"S",NA,NA,"M"
"1118",2,"survived","other","Slayter, Miss. Hilda Mary",30,12.35,NA,"Q","13",NA,"F"
"1119",2,"died","British","Slemen, Mr. Richard James",35,10.5,NA,"S",NA,NA,"M"
"1120",3,"died","British","Slocovski, Mr. Selman Francis",NA,8.05,NA,"S",NA,NA,"M"
"1121",1,"survived","American","Sloper, Mr. William Thompson",28,35.5,"A6","S","7",NA,"M"
"1122",1,"died","British","Smart, Mr. John Montgomery",56,26.55,NA,"S",NA,NA,"M"
"1123",3,"died","other","Smiljanic, Mr. Mile",NA,8.6625,NA,"S",NA,NA,"M"
"1124",2,"survived","other","Smith, Miss. Marion Elsie",40,13,NA,"S","9",NA,"F"
"1125",1,"died","other","Smith, Mr. James Clinch",56,30.6958,"A7","C",NA,NA,"M"
"1126",1,"died","American","Smith, Mr. Lucien Philip",24,60,"C31","S",NA,NA,"M"
"1127",1,"died","British","Smith, Mr. Richard William",NA,26,"A19","S",NA,NA,"M"
"1128",3,"died","other","Smith, Mr. Thomas",NA,7.75,NA,"Q",NA,NA,"M"
"1129",1,"survived","American","Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",18,60,"C31","S","6",NA,"F"
"1130",3,"survived","other","Smyth, Miss. Julia",NA,7.7333,NA,"Q","13",NA,"F"
"1131",1,"survived","American","Snyder, Mr. John Pillsbury",24,82.2667,"B45","S","7",NA,"M"
"1132",1,"survived","American","Snyder, Mrs. John Pillsbury (Nelle Stevenson)",23,82.2667,"B45","S","7",NA,"F"
"1133",2,"died","British","Sobey, Mr. Samuel James Hayden",25,13,NA,"S",NA,NA,"M"
"1134",3,"died","other","Soholt, Mr. Peter Andreas Lauritz Andersen",19,7.65,"F G73","S",NA,NA,"M"
"1135",3,"died","British","Somerton, Mr. Francis William",30,8.05,NA,"S",NA,NA,"M"
"1136",3,"died","British","Spector, Mr. Woolf",NA,8.05,NA,"S",NA,NA,"M"
"1137",1,"survived","American","Spedden, Master. Robert Douglas",6,134.5,"E34","C","3",NA,"M"
"1138",1,"survived","American","Spedden, Mr. Frederic Oakley",45,134.5,"E34","C","3",NA,"M"
"1139",1,"survived","American","Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",40,134.5,"E34","C","3",NA,"F"
"1140",1,"died","American","Spencer, Mr. William Augustus",57,146.5208,"B78","C",NA,NA,"M"
"1141",1,"survived","American","Spencer, Mrs. William Augustus (Marie Eugenie)",NA,146.5208,"B78","C","6",NA,"F"
"1142",3,"died","British","Spinner, Mr. Henry John",32,8.05,NA,"S",NA,NA,"M"
"1143",1,"survived","other","Stahelin-Maeglin, Dr. Max",32,30.5,"B50","C","3",NA,"M"
"1144",3,"died","other","Staneff, Mr. Ivan",NA,7.8958,NA,"S",NA,NA,"M"
"1145",3,"died","other","Stankovic, Mr. Ivan",33,8.6625,NA,"C",NA,NA,"M"
"1146",3,"survived","British","Stanley, Miss. Amy Zillah Elsie",23,7.55,NA,"S","C",NA,"F"
"1147",3,"died","British","Stanley, Mr. Edward Roland",21,8.05,NA,"S",NA,NA,"M"
"1148",2,"died","American","Stanton, Mr. Samuel Ward",41,15.0458,NA,"C",NA,NA,"M"
"1149",1,"died","British","Stead, Mr. William Thomas",62,26.55,"C87","S",NA,NA,"M"
"1150",1,"survived","American","Stengel, Mr. Charles Emil Henry",54,55.4417,"C116","C","1",NA,"M"
"1151",1,"survived","American","Stengel, Mrs. Charles Emil Henry (Annie May Morris)",43,55.4417,"C116","C","5",NA,"F"
"1152",1,"survived","other","Stephenson, Mrs. Walter Bertram (Martha Eustis)",52,78.2667,"D20","C","4",NA,"F"
"1153",1,"died","American","Stewart, Mr. Albert A",NA,27.7208,NA,"C",NA,NA,"M"
"1154",2,"died","British","Stokes, Mr. Philip Joseph",25,10.5,NA,"S",NA,81,"M"
"1155",1,"survived","American","Stone, Mrs. George Nelson (Martha Evelyn)",62,80,"B28",NA,"6",NA,"F"
"1156",3,"died","other","Stoytcheff, Mr. Ilia",19,7.8958,NA,"S",NA,NA,"M"
"1157",3,"died","other","Strandberg, Miss. Ida Sofia",22,9.8375,NA,"S",NA,NA,"F"
"1158",3,"survived","other","Stranden, Mr. Juho",31,7.925,NA,"S","9",NA,"M"
"1159",1,"died","American","Straus, Mr. Isidor",67,221.7792,"C55 C57","S",NA,96,"M"
"1160",1,"died","American","Straus, Mrs. Isidor (Rosalie Ida Blun)",63,221.7792,"C55 C57","S",NA,NA,"F"
"1161",3,"died","other","Strilic, Mr. Ivan",27,8.6625,NA,"S",NA,NA,"M"
"1162",3,"died","American","Strom, Miss. Telma Matilda",2,10.4625,"G6","S",NA,NA,"F"
"1163",3,"died","other","Strom, Mrs. Wilhelm (Elna Matilda Persson)",29,10.4625,"G6","S",NA,NA,"F"
"1164",3,"survived","British","Sunderland, Mr. Victor Francis",16,8.05,NA,"S","B",NA,"M"
"1165",3,"survived","other","Sundman, Mr. Johan Julian",44,7.925,NA,"S","15",NA,"M"
"1166",3,"died","British","Sutehall, Mr. Henry Jr",25,7.05,NA,"S",NA,NA,"M"
"1167",1,"died","American","Sutton, Mr. Frederick",61,32.3208,"D50","S",NA,46,"M"
"1168",3,"died","other","Svensson, Mr. Johan",74,7.775,NA,"S",NA,NA,"M"
"1169",3,"survived","other","Svensson, Mr. Johan Cervin",14,9.225,NA,"S","13",NA,"M"
"1170",3,"died","other","Svensson, Mr. Olof",24,7.7958,NA,"S",NA,NA,"M"
"1171",2,"died","British","Swane, Mr. George",18.5,13,"F","S",NA,294,"M"
"1172",2,"died","British","Sweet, Mr. George Frederick",14,65,NA,"S",NA,NA,"M"
"1173",1,"survived","American","Swift, Mrs. Frederick Joel (Margaret Welles Barron)",48,25.9292,"D17","S","8",NA,"F"
"1174",1,"survived","American","Taussig, Miss. Ruth",18,79.65,"E68","S","8",NA,"F"
"1175",1,"died","American","Taussig, Mr. Emil",52,79.65,"E67","S",NA,NA,"M"
"1176",1,"survived","American","Taussig, Mrs. Emil (Tillie Mandelbaum)",39,79.65,"E67","S","8",NA,"F"
"1177",1,"survived","American","Taylor, Mr. Elmer Zebley",48,52,"C126","S","5 7",NA,"M"
"1178",1,"survived","American","Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",NA,52,"C126","S","5 7",NA,"F"
"1179",3,"survived","other","Tenglin, Mr. Gunnar Isidor",25,7.7958,NA,"S","13 15",NA,"M"
"1180",1,"died","American","Thayer, Mr. John Borland",49,110.8833,"C68","C",NA,NA,"M"
"1181",1,"survived","American","Thayer, Mr. John Borland Jr",17,110.8833,"C70","C","B",NA,"M"
"1182",1,"survived","American","Thayer, Mrs. John Borland (Marian Longstreth Morris)",39,110.8833,"C68","C","4",NA,"F"
"1183",3,"died","British","Theobald, Mr. Thomas Leonard",34,8.05,NA,"S",NA,176,"M"
"1184",3,"survived","other","Thomas, Master. Assad Alexander",0.4167,8.5167,NA,"C","16",NA,"M"
"1185",3,"died","other","Thomas, Mr. Charles P",NA,6.4375,NA,"C",NA,NA,"M"
"1186",3,"died","other","Thomas, Mr. John",NA,6.4375,NA,"C",NA,NA,"M"
"1187",3,"died","other","Thomas, Mr. Tannous",NA,7.225,NA,"C",NA,NA,"M"
"1188",3,"survived","other","Thomas, Mrs. Alexander (Thamine ""Thelma"")",16,8.5167,NA,"C","14",NA,"F"
"1189",3,"died","other","Thomson, Mr. Alexander Morrison",NA,8.05,NA,"S",NA,NA,"M"
"1190",1,"survived","American","Thorne, Mrs. Gertrude Maybelle",NA,79.2,NA,"C","D",NA,"F"
"1191",3,"died","other","Thorneycroft, Mr. Percival",NA,16.1,NA,"S",NA,NA,"M"
"1192",3,"survived","British","Thorneycroft, Mrs. Percival (Florence Kate White)",NA,16.1,NA,"S","10",NA,"F"
"1193",3,"died","other","Tikkanen, Mr. Juho",32,7.925,NA,"S",NA,NA,"M"
"1194",3,"died","other","Tobin, Mr. Roger",NA,7.75,"F38","Q",NA,NA,"M"
"1195",3,"died","other","Todoroff, Mr. Lalio",NA,7.8958,NA,"S",NA,NA,"M"
"1196",3,"died","British","Tomlin, Mr. Ernest Portage",30.5,8.05,NA,"S",NA,50,"M"
"1197",2,"survived","American","Toomey, Miss. Ellen",50,10.5,NA,"S","9",NA,"F"
"1198",3,"died","British","Torber, Mr. Ernst William",44,8.05,NA,"S",NA,NA,"M"
"1199",3,"died","other","Torfa, Mr. Assad",NA,7.2292,NA,"C",NA,NA,"M"
"1200",3,"survived","other","Tornquist, Mr. William Henry",25,0,NA,"S","15",NA,"M"
"1201",3,"died","other","Toufik, Mr. Nakli",NA,7.2292,NA,"C",NA,NA,"M"
"1202",3,"survived","other","Touma, Master. Georges Youssef",7,15.2458,NA,"C","C",NA,"M"
"1203",3,"survived","other","Touma, Miss. Maria Youssef",9,15.2458,NA,"C","C",NA,"F"
"1204",3,"survived","other","Touma, Mrs. Darwis (Hanne Youssef Razi)",29,15.2458,NA,"C","C",NA,"F"
"1205",2,"died","British","Troupiansky, Mr. Moses Aaron",23,13,NA,"S",NA,NA,"M"
"1206",2,"survived","American","Trout, Mrs. William H (Jessie L)",28,12.65,NA,"S",NA,NA,"F"
"1207",2,"survived","British","Troutt, Miss. Edwina Celia ""Winnie""",27,10.5,"E101","S","16",NA,"F"
"1208",1,"survived","American","Tucker, Mr. Gilbert Milligan Jr",31,28.5375,"C53","C","7",NA,"M"
"1209",3,"died","other","Turcin, Mr. Stjepan",36,7.8958,NA,"S",NA,NA,"M"
"1210",3,"survived","other","Turja, Miss. Anna Sofia",18,9.8417,NA,"S","15",NA,"F"
"1211",3,"survived","other","Turkula, Mrs. (Hedwig)",63,9.5875,NA,"S","15",NA,"F"
"1212",2,"died","British","Turpin, Mr. William John Robert",29,21,NA,"S",NA,NA,"M"
"1213",2,"died","British","Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",27,21,NA,"S",NA,NA,"F"
"1214",1,"died","other","Uruchurtu, Don. Manuel E",40,27.7208,NA,"C",NA,NA,"M"
"1215",3,"died","British","van Billiard, Master. James William",NA,14.5,NA,"S",NA,NA,"M"
"1216",3,"died","British","van Billiard, Master. Walter John",11.5,14.5,NA,"S",NA,1,"M"
"1217",3,"died","British","van Billiard, Mr. Austin Blyler",40.5,14.5,NA,"S",NA,255,"M"
"1218",1,"died","American","Van der hoef, Mr. Wyckoff",61,33.5,"B19","S",NA,245,"M"
"1219",3,"died","other","Van Impe, Miss. Catharina",10,24.15,NA,"S",NA,NA,"F"
"1220",3,"died","other","Van Impe, Mr. Jean Baptiste",36,24.15,NA,"S",NA,NA,"M"
"1221",3,"died","other","Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",30,24.15,NA,"S",NA,NA,"F"
"1222",3,"died","other","van Melkebeke, Mr. Philemon",NA,9.5,NA,"S",NA,NA,"M"
"1223",3,"died","other","Vande Velde, Mr. Johannes Joseph",33,9.5,NA,"S",NA,NA,"M"
"1224",3,"died","other","Vande Walle, Mr. Nestor Cyriel",28,9.5,NA,"S",NA,NA,"M"
"1225",3,"died","other","Vanden Steen, Mr. Leo Peter",28,9.5,NA,"S",NA,NA,"M"
"1226",3,"died","other","Vander Cruyssen, Mr. Victor",47,9,NA,"S",NA,NA,"M"
"1227",3,"died","other","Vander Planke, Miss. Augusta Maria",18,18,NA,"S",NA,NA,"F"
"1228",3,"died","other","Vander Planke, Mr. Julius",31,18,NA,"S",NA,NA,"M"
"1229",3,"died","other","Vander Planke, Mr. Leo Edmondus",16,18,NA,"S",NA,NA,"M"
"1230",3,"died","other","Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",31,18,NA,"S",NA,NA,"F"
"1231",3,"survived","other","Vartanian, Mr. David",22,7.225,NA,"C","13 15",NA,"M"
"1232",2,"died","American","Veal, Mr. James",40,13,NA,"S",NA,NA,"M"
"1233",3,"died","other","Vendel, Mr. Olof Edvin",20,7.8542,NA,"S",NA,NA,"M"
"1234",3,"died","other","Vestrom, Miss. Hulda Amanda Adolfina",14,7.8542,NA,"S",NA,NA,"F"
"1235",3,"died","other","Vovk, Mr. Janko",22,7.8958,NA,"S",NA,NA,"M"
"1236",3,"died","other","Waelens, Mr. Achille",22,9,NA,"S",NA,NA,"M"
"1237",2,"survived","other","Walcroft, Miss. Nellie",31,21,NA,"S","14",NA,"F"
"1238",1,"died","American","Walker, Mr. William Anderson",47,34.0208,"D46","S",NA,NA,"M"
"1239",1,"survived","other","Ward, Miss. Anna",35,512.3292,NA,"C","3",NA,"F"
"1240",3,"died","British","Ware, Mr. Frederick",NA,8.05,NA,"S",NA,NA,"M"
"1241",2,"died","British","Ware, Mr. John James",30,21,NA,"S",NA,NA,"M"
"1242",2,"died","British","Ware, Mr. William Jeffery",23,10.5,NA,"S",NA,NA,"M"
"1243",2,"survived","British","Ware, Mrs. John James (Florence Louise Long)",31,21,NA,"S","10",NA,"F"
"1244",3,"died","British","Warren, Mr. Charles William",NA,7.55,NA,"S",NA,NA,"M"
"1245",1,"died","American","Warren, Mr. Frank Manley",64,75.25,"D37","C",NA,NA,"M"
"1246",1,"survived","American","Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",60,75.25,"D37","C","5",NA,"F"
"1247",2,"died","other","Watson, Mr. Ennis Hastings",NA,0,NA,"S",NA,NA,"M"
"1248",2,"survived","British","Watt, Miss. Bertha J",12,15.75,NA,"S","9",NA,"F"
"1249",2,"survived","British","Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",40,15.75,NA,"S","9",NA,"F"
"1250",2,"survived","British","Webber, Miss. Susan",32.5,13,"E101","S","12",NA,"F"
"1251",3,"died","American","Webber, Mr. James",NA,8.05,NA,"S",NA,NA,"M"
"1252",1,"died","American","Weir, Col. John",60,26.55,NA,"S",NA,NA,"M"
"1253",2,"died","British","Weisz, Mr. Leopold",27,26,NA,"S",NA,293,"M"
"1254",2,"survived","British","Weisz, Mrs. Leopold (Mathilde Francoise Pede)",29,26,NA,"S","10",NA,"F"
"1255",2,"survived","British","Wells, Master. Ralph Lester",2,23,NA,"S","14",NA,"M"
"1256",2,"survived","British","Wells, Miss. Joan",4,23,NA,"S","14",NA,"F"
"1257",2,"survived","British","Wells, Mrs. Arthur Henry (""Addie"" Dart Trevaskis)",29,23,NA,"S","14",NA,"F"
"1258",3,"died","other","Wenzel, Mr. Linhart",32.5,9.5,NA,"S",NA,298,"M"
"1259",2,"survived","British","West, Miss. Barbara J",0.9167,27.75,NA,"S","10",NA,"F"
"1260",2,"survived","British","West, Miss. Constance Mirium",5,27.75,NA,"S","10",NA,"F"
"1261",2,"died","British","West, Mr. Edwy Arthur",36,27.75,NA,"S",NA,NA,"M"
"1262",2,"survived","British","West, Mrs. Edwy Arthur (Ada Mary Worth)",33,27.75,NA,"S","10",NA,"F"
"1263",3,"survived","other","Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",38,7.2292,NA,"C","C",NA,"F"
"1264",2,"died","other","Wheadon, Mr. Edward H",66,10.5,NA,"S",NA,NA,"M"
"1265",2,"died","British","Wheeler, Mr. Edwin ""Frederick""",NA,12.875,NA,"S",NA,NA,"M"
"1266",1,"died","American","White, Mr. Percival Wayland",54,77.2875,"D26","S",NA,NA,"M"
"1267",1,"died","American","White, Mr. Richard Frasar",21,77.2875,"D26","S",NA,169,"M"
"1268",1,"survived","other","White, Mrs. John Stuart (Ella Holmes)",55,135.6333,"C32","C","8",NA,"F"
"1269",1,"survived","American","Wick, Miss. Mary Natalie",31,164.8667,"C7","S","8",NA,"F"
"1270",1,"died","American","Wick, Mr. George Dennick",57,164.8667,NA,"S",NA,NA,"M"
"1271",1,"survived","American","Wick, Mrs. George Dennick (Mary Hitchcock)",45,164.8667,NA,"S","8",NA,"F"
"1272",3,"died","other","Widegren, Mr. Carl/Charles Peter",51,7.75,NA,"S",NA,NA,"M"
"1273",1,"died","American","Widener, Mr. George Dunton",50,211.5,"C80","C",NA,NA,"M"
"1274",1,"died","American","Widener, Mr. Harry Elkins",27,211.5,"C82","C",NA,NA,"M"
"1275",1,"survived","American","Widener, Mrs. George Dunton (Eleanor Elkins)",50,211.5,"C80","C","4",NA,"F"
"1276",3,"died","other","Wiklund, Mr. Jakob Alfred",18,6.4958,NA,"S",NA,314,"M"
"1277",3,"died","other","Wiklund, Mr. Karl Johan",21,6.4958,NA,"S",NA,NA,"M"
"1278",2,"survived","British","Wilhelms, Mr. Charles",31,13,NA,"S","9",NA,"M"
"1279",3,"survived","British","Wilkes, Mrs. James (Ellen Needs)",47,7,NA,"S",NA,NA,"F"
"1280",1,"survived","American","Willard, Miss. Constance",21,26.55,NA,"S","8 10",NA,"F"
"1281",3,"died","other","Willer, Mr. Aaron (""Abi Weller"")",NA,8.7125,NA,"S",NA,NA,"M"
"1282",3,"died","British","Willey, Mr. Edward",NA,7.55,NA,"S",NA,NA,"M"
"1283",1,"died","other","Williams-Lambert, Mr. Fletcher Fellows",NA,35,"C128","S",NA,NA,"M"
"1284",1,"died","British","Williams, Mr. Charles Duane",51,61.3792,NA,"C",NA,NA,"M"
"1285",2,"survived","British","Williams, Mr. Charles Eugene",NA,13,NA,"S","14",NA,"M"
"1286",3,"died","other","Williams, Mr. Howard Hugh ""Harry""",NA,8.05,NA,"S",NA,NA,"M"
"1287",3,"died","other","Williams, Mr. Leslie",28.5,16.1,NA,"S",NA,14,"M"
"1288",1,"survived","other","Williams, Mr. Richard Norris II",21,61.3792,NA,"C","A",NA,"M"
"1289",1,"survived","other","Wilson, Miss. Helen Alice",31,134.5,"E39 E41","C","3",NA,"F"
"1290",3,"died","other","Windelov, Mr. Einar",21,7.25,NA,"S",NA,NA,"M"
"1291",3,"died","other","Wirz, Mr. Albert",27,8.6625,NA,"S",NA,131,"M"
"1292",3,"died","British","Wiseman, Mr. Phillippe",NA,7.25,NA,"S",NA,NA,"M"
"1293",3,"died","other","Wittevrongel, Mr. Camille",36,9.5,NA,"S",NA,NA,"M"
"1294",1,"survived","British","Woolner, Mr. Hugh",NA,35.5,"C52","S","D",NA,"M"
"1295",2,"survived","British","Wright, Miss. Marion",26,13.5,NA,"S","9",NA,"F"
"1296",1,"died","other","Wright, Mr. George",62,26.55,NA,"S",NA,NA,"M"
"1297",3,"died","other","Yasbeck, Mr. Antoni",27,14.4542,NA,"C","C",NA,"M"
"1298",3,"survived","other","Yasbeck, Mrs. Antoni (Selini Alexander)",15,14.4542,NA,"C",NA,NA,"F"
"1299",1,"survived","American","Young, Miss. Marie Grice",36,135.6333,"C32","C","8",NA,"F"
"1300",3,"died","other","Youseff, Mr. Gerious",45.5,7.225,NA,"C",NA,312,"M"
"1301",3,"died","other","Yousif, Mr. Wazli",NA,7.225,NA,"C",NA,NA,"M"
"1302",3,"died","other","Yousseff, Mr. Gerious",NA,14.4583,NA,"C",NA,NA,"M"
"1303",2,"died","other","Yrois, Miss. Henriette (""Mrs Harbeck"")",24,13,NA,"S",NA,NA,"F"
"1304",3,"died","other","Zabour, Miss. Hileni",14.5,14.4542,NA,"C",NA,328,"F"
"1305",3,"died","other","Zabour, Miss. Thamine",NA,14.4542,NA,"C",NA,NA,"F"
"1306",3,"died","other","Zakarian, Mr. Mapriededer",26.5,7.225,NA,"C",NA,304,"M"
"1307",3,"died","other","Zakarian, Mr. Ortin",27,7.225,NA,"C",NA,NA,"M"
"1308",3,"died","other","Zimmerman, Mr. Leo",29,7.875,NA,"S",NA,NA,"M"
